# XviD 2pass stat file (core version 1.3.2)
# Please do not modify this file

p 2 0 385 11 9041 562
b 4 0 396 0 1236 458
b 4 0 396 0 1582 478
p 2 0 394 2 11756 620
b 4 0 396 0 1031 352
b 4 0 396 0 1025 391
p 2 0 389 7 8378 571
b 4 0 396 0 1004 315
b 4 0 396 0 1103 367
p 2 0 391 5 8785 576
b 4 0 396 0 1130 348
b 4 0 396 0 1110 347
p 2 0 385 11 8717 568
b 4 0 396 0 1257 447
b 4 0 396 0 1723 464
p 2 0 395 1 11387 620
b 4 0 396 0 1150 355
b 4 0 396 0 1076 360
p 2 0 389 7 8404 573
b 4 0 396 0 1061 345
b 4 0 396 0 968 338
p 2 0 385 11 8686 567
b 4 0 396 0 929 325
b 4 0 396 0 925 332
p 2 0 381 15 8009 562
b 4 0 396 0 1174 458
b 4 0 396 0 1527 445
p 2 0 395 1 11471 612
b 4 0 396 0 1268 352
b 4 0 396 0 1278 349
p 2 0 386 10 8775 566
b 4 0 396 0 1248 324
b 4 0 396 0 1234 331
p 2 0 388 8 9135 568
b 4 0 396 0 1221 324
b 4 0 396 0 1302 340
p 2 0 386 10 8963 560
b 4 0 396 0 1471 459
b 4 0 396 0 1725 434
p 2 0 395 1 12118 615
b 4 0 396 0 1314 337
b 4 0 396 0 1339 337
p 2 0 387 9 9160 573
b 4 0 396 0 1317 344
b 4 0 396 0 1390 381
p 2 0 382 14 9889 567
b 4 0 396 0 1462 345
b 4 0 396 0 1526 343
p 2 0 387 9 10066 561
b 4 0 396 0 1847 448
b 4 0 396 0 2011 445
p 2 0 395 1 13467 626
b 4 0 396 0 1746 381
b 4 0 396 0 1608 371
p 2 0 389 7 9802 573
b 4 0 396 0 1561 380
b 4 0 396 0 1486 360
p 2 0 387 9 9889 573
b 4 0 396 0 1475 358
b 4 0 396 0 1382 346
p 2 0 393 3 9719 567
b 4 0 396 0 1627 447
b 4 0 396 0 1761 441
p 2 0 396 0 12631 623
b 4 0 396 0 1295 341
b 4 0 396 0 1322 339
p 2 0 385 11 9198 571
b 4 0 396 0 1331 342
b 4 0 396 0 1335 329
p 2 0 386 10 9753 566
b 4 0 396 0 1367 342
b 4 0 396 0 1392 358
p 2 0 378 18 9641 562
b 4 0 396 0 1392 444
b 4 0 396 0 1774 461
p 2 0 395 1 12338 615
b 4 0 396 0 1224 349
b 4 0 396 0 1167 356
p 2 0 385 11 8865 575
b 4 0 396 0 1043 364
b 4 0 396 0 989 349
p 2 0 385 11 9330 565
b 4 0 396 0 943 358
b 4 0 396 0 838 331
p 2 0 377 19 8518 553
b 4 0 396 0 1020 437
b 4 0 396 0 1486 465
p 2 0 394 2 11502 612
b 4 0 396 0 1035 348
b 4 0 396 0 1050 370
p 2 0 393 3 8706 569
b 4 0 396 0 961 323
b 4 0 396 0 991 368
p 2 0 384 12 8954 567
b 4 0 396 0 949 328
b 4 0 396 0 1053 362
p 2 0 381 15 8704 564
b 4 0 396 0 1302 444
b 4 0 396 0 1742 457
p 2 0 395 1 11878 614
b 4 0 396 0 1453 373
b 4 0 396 0 1446 354
p 2 0 388 8 8965 559
b 4 0 396 0 1568 375
b 4 0 396 0 1544 355
p 2 0 376 20 9925 558
b 4 0 396 0 1440 321
b 4 0 396 0 1401 328
p 2 0 382 14 9876 557
b 4 0 396 0 1590 458
b 4 0 396 0 1752 467
p 2 0 396 0 12766 618
b 4 0 396 0 1200 372
b 4 0 396 0 1150 368
p 2 0 389 7 9003 579
b 4 0 396 0 1075 327
b 4 0 396 0 1109 363
p 2 0 381 15 9250 566
b 4 0 396 0 1124 316
b 4 0 396 0 1184 358
p 2 0 381 15 9109 565
b 4 0 396 0 1393 459
b 4 0 396 0 1811 486
p 2 0 396 0 12587 618
b 4 0 396 0 1395 379
b 4 0 396 0 1299 345
p 2 0 384 12 9296 571
b 4 0 396 0 1385 347
b 4 0 396 0 1454 369
p 2 0 382 14 9574 570
b 4 0 396 0 1322 347
b 4 0 396 0 1284 345
p 2 0 385 11 9513 556
b 4 0 396 0 1462 432
b 4 0 396 0 1807 446
p 2 0 396 0 12365 622
b 4 0 396 0 1434 353
b 4 0 396 0 1394 345
p 2 0 391 5 9273 569
b 4 0 396 0 1286 321
b 4 0 396 0 1282 363
p 2 0 390 6 9238 580
b 4 0 396 0 1295 337
b 4 0 396 0 1214 354
p 2 0 386 10 9357 570
i 2 396 0 0 33104 1985
b 4 0 396 0 1717 443
b 4 0 396 0 1445 463
p 2 0 396 0 12873 623
b 4 0 396 0 1109 330
b 4 0 396 0 1417 400
p 2 0 389 7 8356 565
b 4 0 396 0 1208 353
b 4 0 396 0 1466 362
p 2 0 383 13 8792 556
b 4 0 396 0 1438 394
b 4 0 396 0 1345 361
p 2 0 388 8 10552 566
b 4 0 396 0 1680 440
b 4 0 396 0 1580 421
p 2 0 396 0 12681 630
b 4 0 396 0 1308 369
b 4 0 396 0 1418 344
p 2 0 387 9 8894 573
b 4 0 396 0 1241 343
b 4 0 396 0 1483 376
p 2 0 384 12 9019 566
b 4 0 396 0 1267 377
b 4 0 396 0 1198 357
p 2 0 392 4 10201 578
b 4 0 396 0 1700 450
b 4 0 396 0 1438 430
p 2 0 395 1 11921 635
b 4 0 396 0 1116 367
b 4 0 396 0 1275 347
p 2 0 384 12 8224 578
b 4 0 396 0 1122 369
b 4 0 396 0 1277 411
p 2 0 384 12 8535 566
b 4 0 396 0 1070 336
b 4 0 396 0 1089 365
p 2 0 386 10 9607 572
b 4 0 396 0 1799 468
b 4 0 396 0 1605 447
p 2 0 396 0 12055 627
b 4 0 396 0 1431 380
b 4 0 396 0 1473 375
p 2 0 381 15 8339 570
b 4 0 396 0 1462 369
b 4 0 396 0 1539 353
p 2 0 386 10 8649 571
b 4 0 396 0 1422 354
b 4 0 396 0 1491 379
p 2 0 387 9 10154 563
b 4 0 396 0 1893 431
b 4 0 396 0 1675 445
p 2 0 396 0 12428 631
b 4 0 396 0 1273 367
b 4 0 396 0 1396 348
p 2 0 386 10 8090 567
b 4 0 396 0 1314 339
b 4 0 396 0 1496 381
p 2 0 387 9 8905 564
b 4 0 396 0 1186 342
b 4 0 396 0 1168 358
p 2 0 392 4 9999 579
b 4 0 396 0 1637 458
b 4 0 396 0 1518 454
p 2 0 394 2 11979 617
b 4 0 396 0 1187 377
b 4 0 396 0 1351 399
p 2 0 383 13 8390 567
b 4 0 396 0 1253 348
b 4 0 396 0 1507 389
p 2 0 379 17 8734 565
b 4 0 396 0 1350 376
b 4 0 396 0 1340 386
p 2 0 388 8 10003 558
b 4 0 396 0 1806 447
b 4 0 396 0 1500 416
p 2 0 396 0 12019 616
b 4 0 396 0 1320 354
b 4 0 396 0 1426 339
p 2 0 381 15 8165 557
b 4 0 396 0 1411 351
b 4 0 396 0 1550 351
p 2 0 380 16 8872 561
b 4 0 396 0 1420 354
b 4 0 396 0 1446 365
p 2 0 387 9 10278 569
b 4 0 396 0 1772 460
b 4 0 396 0 1498 446
p 2 0 396 0 11937 611
b 4 0 396 0 1263 362
b 4 0 396 0 1397 355
p 2 0 389 7 8511 567
b 4 0 396 0 1269 354
b 4 0 396 0 1476 397
p 2 0 387 9 8907 559
b 4 0 396 0 1247 369
b 4 0 396 0 1274 372
p 2 0 389 7 10313 567
b 4 0 396 0 1725 470
b 4 0 396 0 1577 453
p 2 0 396 0 12105 625
b 4 0 396 0 1290 407
b 4 0 396 0 1457 374
p 2 0 384 12 8357 565
b 4 0 396 0 1321 381
b 4 0 396 0 1475 370
p 2 0 391 5 9063 573
b 4 0 396 0 1384 370
b 4 0 396 0 1410 402
p 2 0 387 9 10080 568
b 4 0 396 0 1785 467
b 4 0 396 0 1429 434
p 2 0 395 1 11843 616
b 4 0 396 0 1151 360
b 4 0 396 0 1258 352
p 2 0 387 9 8088 562
b 4 0 396 0 1340 374
b 4 0 396 0 1531 406
p 2 0 381 15 8968 558
b 4 0 396 0 1276 370
b 4 0 396 0 1347 391
p 2 0 390 6 10243 574
b 4 0 396 0 1960 482
b 4 0 396 0 1593 442
p 2 0 396 0 11997 618
b 4 0 396 0 1205 385
b 4 0 396 0 1232 349
p 2 0 388 8 8204 562
b 4 0 396 0 1017 361
b 4 0 396 0 1022 343
p 2 0 384 12 8391 558
b 4 0 396 0 878 335
b 4 0 396 0 883 361
p 2 0 384 12 8801 563
b 4 0 396 0 1526 462
b 4 0 396 0 1167 438
p 2 0 396 0 10561 616
b 4 0 396 0 958 369
b 4 0 396 0 957 354
p 2 0 387 9 7635 573
b 4 0 396 0 981 344
b 4 0 396 0 1150 366
p 2 0 385 11 8519 566
b 4 0 396 0 1076 344
b 4 0 396 0 1093 361
p 2 0 382 14 9536 567
b 4 0 396 0 1665 459
b 4 0 396 0 1549 429
p 2 0 396 0 12193 614
b 4 0 396 0 1421 345
b 4 0 396 0 1578 364
p 2 0 385 11 8532 558
b 4 0 396 0 1367 372
b 4 0 396 0 1474 365
p 2 1 381 14 8844 571
b 4 0 396 0 1180 366
b 4 0 396 0 1196 374
p 2 0 389 7 9661 577
b 4 0 396 0 1861 452
b 4 0 396 0 1436 449
p 2 0 396 0 11368 617
b 4 0 396 0 1164 362
b 4 0 396 0 1206 354
p 2 0 385 11 8163 569
b 4 0 396 0 1139 370
b 4 0 396 0 1180 348
p 2 0 384 12 8329 565
b 4 0 396 0 1116 351
b 4 0 396 0 1106 377
p 2 0 391 5 9679 571
b 4 0 396 0 1746 463
b 4 0 396 0 1409 422
p 2 0 392 4 11689 620
b 4 0 396 0 1301 378
b 4 0 396 0 1376 373
p 2 0 382 14 8332 565
b 4 0 396 0 1320 341
b 4 0 396 0 1538 365
p 2 0 385 11 8768 559
b 4 0 396 0 1243 357
b 4 0 396 0 1215 372
p 2 0 388 8 9683 573
b 4 0 396 0 1615 462
b 4 0 396 0 1385 452
p 2 0 396 0 11082 616
b 4 0 396 0 960 374
b 4 0 396 0 923 329
p 2 0 391 5 7824 570
b 4 0 396 0 960 341
b 4 0 396 0 988 335
p 2 0 389 7 8101 565
b 4 0 396 0 998 335
b 4 0 396 0 1053 372
p 2 0 388 8 8969 565
b 4 0 396 0 1651 466
b 4 0 396 0 1347 434
p 2 0 395 1 11381 619
b 4 0 396 0 1004 349
b 4 0 396 0 1190 391
p 2 0 386 10 7932 570
b 4 0 396 0 1084 327
b 4 0 396 0 1281 360
p 2 0 383 13 8511 565
b 4 0 396 0 1176 350
b 4 0 396 0 1147 356
p 2 0 384 12 9506 568
b 4 0 396 0 1641 448
b 4 0 396 0 1366 442
p 2 0 395 1 11336 612
b 4 0 396 0 1025 367
b 4 0 396 0 1089 360
p 2 0 383 13 7749 570
b 4 0 396 0 1058 346
b 4 0 396 0 1156 373
p 2 0 385 11 8291 565
b 4 0 396 0 1106 340
b 4 0 396 0 1177 400
p 2 0 388 8 9200 569
b 4 0 396 0 1652 462
b 4 0 396 0 1359 436
p 2 0 396 0 11373 618
b 4 0 396 0 1035 354
b 4 0 396 0 1079 353
p 2 0 385 11 7710 565
b 4 0 396 0 1055 326
b 4 0 396 0 1075 348
p 2 0 391 5 8364 571
b 4 0 396 0 998 346
b 4 0 396 0 1052 373
p 2 0 386 10 9053 573
b 4 0 396 0 1545 478
b 4 0 396 0 1254 448
p 2 0 395 1 10891 619
b 4 0 396 0 947 370
b 4 0 396 0 892 334
p 2 0 381 15 7689 569
b 4 0 396 0 867 332
b 4 0 396 0 913 346
p 2 0 382 14 7773 560
b 4 0 396 0 846 325
b 4 0 396 0 986 370
p 2 0 387 9 8259 561
b 4 0 396 0 1538 458
b 4 0 396 0 1225 424
p 2 0 396 0 10571 613
b 4 0 396 0 1056 368
b 4 0 396 0 1090 358
p 2 0 386 10 7398 569
b 4 0 396 0 925 313
b 4 0 396 0 1022 352
p 2 0 383 13 7845 564
i 2 396 0 0 32364 1979
b 4 0 396 0 1252 502
b 4 0 396 0 1630 499
p 2 0 395 1 14030 610
b 4 0 396 0 1122 312
b 4 0 396 0 1063 326
p 2 0 388 8 9101 542
b 4 0 396 0 1105 338
b 4 0 396 0 1182 355
p 2 0 369 27 7503 530
b 4 0 396 0 1232 324
b 4 0 396 0 1272 334
p 2 0 363 33 7327 534
b 4 0 396 0 1378 490
b 4 0 396 0 1644 479
p 2 0 396 0 13467 624
b 4 0 396 0 1254 322
b 4 0 396 0 1183 327
p 2 0 378 18 8955 531
b 4 0 396 0 1024 305
b 4 0 396 0 1124 332
p 2 0 361 35 7545 530
b 4 0 396 0 1162 322
b 4 0 396 0 1190 319
p 2 0 353 43 7380 535
b 4 0 396 0 1369 492
b 4 0 396 0 1628 483
p 2 0 396 0 13438 632
b 4 0 396 0 1439 368
b 4 0 396 0 1300 329
p 2 0 374 22 9282 544
b 4 0 396 0 1195 294
b 4 0 396 0 1297 314
p 2 0 348 48 7730 529
b 4 0 396 0 1152 303
b 4 0 396 0 1179 284
p 2 0 343 53 7335 526
b 4 0 396 0 1240 469
b 4 0 396 0 1599 474
p 2 0 396 0 13180 625
b 4 0 396 0 1236 337
b 4 0 396 0 1176 333
p 2 0 361 35 8909 538
b 4 0 396 0 1066 318
b 4 0 396 0 1111 307
p 2 0 362 34 7309 536
b 4 0 396 0 1018 318
b 4 0 396 0 1148 335
p 2 0 355 41 6812 528
b 4 0 396 0 1156 476
b 4 0 396 0 1418 462
p 2 0 396 0 12800 627
b 4 0 396 0 1142 317
b 4 0 396 0 1118 306
p 2 0 370 26 8667 535
b 4 0 396 0 985 311
b 4 0 396 0 1110 320
p 2 0 358 38 7336 531
b 4 0 396 0 924 311
b 4 0 396 0 965 306
p 2 0 349 47 7020 531
b 4 0 396 0 1056 472
b 4 0 396 0 1265 451
p 2 0 396 0 13014 624
b 4 0 396 0 981 312
b 4 0 396 0 998 312
p 2 0 383 13 8721 545
b 4 0 396 0 936 293
b 4 0 396 0 1094 308
p 2 0 358 38 7348 528
b 4 0 396 0 889 293
b 4 0 396 0 1026 338
p 2 0 352 44 7169 528
b 4 0 396 0 1134 479
b 4 0 396 0 1332 453
p 2 0 396 0 12752 631
b 4 0 396 0 1069 323
b 4 0 396 0 1075 337
p 2 0 375 21 8735 538
b 4 0 396 0 1081 299
b 4 0 396 0 1200 315
p 2 0 373 23 7514 545
b 4 0 396 0 1288 295
b 4 0 396 0 1285 286
p 2 0 352 44 7330 526
b 4 0 396 0 1619 475
b 4 0 396 0 1885 468
p 2 0 396 0 13635 623
b 4 0 396 0 1340 315
b 4 0 396 0 1281 329
p 2 0 375 21 9027 539
b 4 0 396 0 1329 311
b 4 0 396 0 1349 334
p 2 0 353 43 7706 531
b 4 0 396 0 1327 318
b 4 0 396 0 1440 363
p 2 0 387 9 7567 557
b 4 0 396 0 1612 475
b 4 0 396 0 1810 441
p 2 0 396 0 13713 619
b 4 0 396 0 1361 328
b 4 0 396 0 1347 317
p 2 0 374 22 9550 538
b 4 0 396 0 1363 312
b 4 0 396 0 1442 325
p 2 0 357 39 8133 523
b 4 0 396 0 1440 315
b 4 0 396 0 1519 327
p 2 0 349 47 8021 520
b 4 0 396 0 1538 456
b 4 0 396 0 1791 445
p 2 0 394 2 13792 615
b 4 0 396 0 1515 338
b 4 0 396 0 1488 320
p 2 0 374 22 9674 536
b 4 0 396 0 1533 312
b 4 0 396 0 1491 314
p 2 0 351 45 8500 517
b 4 0 396 0 1471 307
b 4 0 396 0 1439 321
p 2 1 352 43 8110 529
b 4 0 396 0 1560 453
b 4 0 396 0 1775 434
p 2 1 394 1 13377 628
b 4 0 396 0 1238 320
b 4 0 396 0 1164 338
p 2 0 371 25 9243 533
b 4 0 396 0 1071 294
b 4 0 396 0 1096 301
p 2 0 371 25 7847 539
b 4 0 396 0 1141 312
b 4 0 396 0 1188 300
p 2 0 350 46 7391 528
b 4 0 396 0 1326 470
b 4 0 396 0 1484 461
p 2 0 396 0 13179 622
b 4 0 396 0 1111 321
b 4 0 396 0 1111 357
p 2 0 379 17 8807 552
b 4 0 396 0 1148 296
b 4 0 396 0 1255 325
p 2 0 365 31 7672 534
b 4 0 396 0 1308 299
b 4 0 396 0 1436 308
p 2 0 358 38 7509 531
b 4 0 396 0 1479 473
b 4 0 396 0 1709 448
p 2 0 396 0 13648 628
b 4 0 396 0 1325 316
b 4 0 396 0 1285 330
p 2 0 371 25 9105 543
b 4 0 396 0 1200 267
b 4 0 396 0 1194 305
p 2 0 354 42 7488 524
b 4 0 396 0 965 276
b 4 0 396 0 1124 301
p 2 0 349 47 7345 518
b 4 0 396 0 1184 478
b 4 0 396 0 1381 459
p 2 0 395 1 12858 624
b 4 0 396 0 1021 330
b 4 0 396 0 1060 344
p 2 0 374 22 8710 540
b 4 0 396 0 1016 302
b 4 0 396 0 1086 309
p 2 0 360 36 7367 534
b 4 0 396 0 857 279
b 4 0 396 0 977 280
p 2 0 349 47 6952 521
b 4 0 396 0 1192 462
b 4 0 396 0 1463 447
p 2 0 395 1 13030 608
b 4 0 396 0 1163 328
b 4 0 396 0 1168 338
p 2 0 367 29 8753 533
b 4 0 396 0 1125 301
b 4 0 396 0 1235 300
p 2 0 350 46 7531 532
b 4 0 396 0 1311 307
b 4 0 396 0 1435 312
p 2 0 346 50 7493 516
b 4 0 396 0 1621 483
b 4 0 396 0 1763 462
p 2 0 394 2 13353 615
b 4 0 396 0 1422 324
b 4 0 396 0 1453 339
p 2 0 368 28 9275 537
b 4 0 396 0 1467 318
b 4 0 396 0 1437 314
p 2 1 331 64 8244 522
b 4 0 396 0 1396 304
b 4 0 396 0 1428 331
p 2 0 344 52 7687 518
b 4 0 396 0 1432 457
b 4 0 396 0 1522 443
p 2 0 395 1 13111 616
b 4 0 396 0 1159 314
b 4 0 396 0 1203 327
p 2 0 366 30 8941 533
b 4 0 396 0 1126 307
b 4 0 396 0 1224 335
p 2 0 359 37 7603 527
b 4 0 396 0 1124 284
b 4 0 396 0 1231 315
p 2 0 359 37 7344 521
b 4 0 396 0 1368 452
b 4 0 396 0 1767 501
p 2 0 395 1 13767 623
b 4 0 396 0 1323 334
b 4 0 396 0 1271 357
p 2 0 381 15 9468 546
b 4 0 396 0 1237 314
b 4 0 396 0 1358 326
p 2 0 353 43 7990 527
b 4 0 396 0 1454 329
b 4 0 396 0 1547 323
p 2 0 340 56 8003 520
b 4 0 396 0 1576 484
b 4 0 396 0 1798 445
p 2 0 395 1 13626 626
b 4 0 396 0 1286 298
b 4 0 396 0 1332 306
p 2 0 371 25 9013 541
b 4 0 396 0 1269 291
b 4 0 396 0 1310 314
p 2 1 355 40 7691 534
b 4 0 396 0 1474 342
b 4 0 396 0 1400 322
p 2 1 360 35 7219 531
b 4 0 396 0 1323 473
b 4 0 396 0 1482 462
p 2 0 396 0 12884 612
b 4 0 396 0 1048 331
b 4 0 396 0 997 335
p 2 0 369 27 8545 537
b 4 0 396 0 816 293
b 4 0 396 0 958 292
p 2 0 359 37 6989 537
b 4 0 396 0 832 281
b 4 0 396 0 852 295
p 2 0 348 48 6554 522
b 4 0 396 0 1050 460
b 4 0 396 0 1284 450
p 2 0 396 0 12648 619
b 4 0 396 0 1033 286
b 4 0 396 0 1122 325
p 2 0 380 16 8779 545
b 4 0 396 0 985 275
b 4 0 396 0 1098 308
p 2 0 359 37 7356 539
i 2 396 0 0 32574 1969
b 4 0 396 0 1176 335
b 4 0 396 0 1079 324
p 2 0 374 22 8521 542
b 4 0 396 0 1211 462
b 4 0 396 0 1538 447
p 2 0 395 1 12230 628
b 4 0 396 0 1180 357
b 4 0 396 0 1094 327
p 2 0 385 11 8651 552
b 4 0 396 0 1187 345
b 4 0 396 0 1029 325
p 2 0 382 14 8775 570
b 4 0 396 0 1019 316
b 4 0 396 0 957 318
p 2 0 382 14 8541 561
b 4 0 396 0 1194 472
b 4 0 396 0 1508 449
p 2 0 395 1 11558 625
b 4 0 396 0 1020 351
b 4 0 396 0 947 353
p 2 0 391 5 8041 567
b 4 0 396 0 938 339
b 4 0 396 0 877 344
p 2 0 388 8 8156 564
b 4 0 396 0 919 306
b 4 0 396 0 937 335
p 2 0 383 13 8100 557
b 4 0 396 0 1140 469
b 4 0 396 0 1585 469
p 2 0 395 1 11389 619
b 4 0 396 0 1223 354
b 4 0 396 0 1189 367
p 2 0 387 9 8164 569
b 4 0 396 0 1178 349
b 4 0 396 0 1108 346
p 2 0 383 13 8406 568
b 4 0 396 0 1052 320
b 4 0 396 0 1080 326
p 2 0 386 10 8277 563
b 4 0 396 0 1140 462
b 4 0 396 0 1570 450
p 2 0 396 0 10895 624
b 4 0 396 0 1131 378
b 4 0 396 0 1043 353
p 2 0 384 12 7669 565
b 4 0 396 0 1128 364
b 4 0 396 0 1076 359
p 2 0 392 4 8112 563
b 4 0 396 0 1069 330
b 4 0 396 0 1112 352
p 2 0 378 18 8081 556
b 4 0 396 0 1382 475
b 4 0 396 0 1819 460
p 2 0 395 1 11295 613
b 4 0 396 0 1167 330
b 4 0 396 0 1134 338
p 2 0 386 10 8047 567
b 4 0 396 0 1016 324
b 4 0 396 0 954 332
p 2 0 387 9 8189 561
b 4 0 396 0 993 334
b 4 0 396 0 969 321
p 2 0 384 12 7889 554
b 4 0 396 0 1232 465
b 4 0 396 0 1679 486
p 2 0 393 3 11547 621
b 4 0 396 0 1241 346
b 4 0 396 0 1204 355
p 2 0 387 9 8343 566
b 4 0 396 0 1258 332
b 4 0 396 0 1259 343
p 2 0 387 9 8969 566
b 4 0 396 0 1399 350
b 4 0 396 0 1414 354
p 2 0 382 14 9028 555
b 4 0 396 0 1567 478
b 4 0 396 0 1943 463
p 2 0 396 0 12177 615
b 4 0 396 0 1479 344
b 4 0 396 0 1396 392
p 2 0 373 23 7757 547
i 2 396 0 0 30238 1951
b 4 0 396 0 5707 661
b 4 0 396 0 5574 637
p 2 9 361 26 19857 718
b 4 0 396 0 4872 589
b 4 0 396 0 4697 563
p 2 8 357 31 19803 681
b 4 0 396 0 5562 699
b 4 0 396 0 4290 675
p 2 8 388 0 23713 798
b 4 0 396 0 3643 590
b 4 0 396 0 3452 618
p 2 9 380 7 15232 707
b 4 0 396 0 4152 626
p 2 3 385 8 18754 713
b 4 0 396 0 4422 692
b 4 0 396 0 4042 614
p 2 5 377 14 16975 681
b 4 0 396 0 4213 631
b 4 0 396 0 4724 610
p 2 0 393 3 20327 716
b 4 0 396 0 4166 663
b 4 0 396 0 2384 540
p 2 0 387 9 16570 646
b 4 0 396 0 2615 522
b 4 0 396 0 3322 592
p 2 0 391 5 14822 626
b 4 0 396 0 3294 623
b 4 0 396 0 5257 714
p 2 1 391 4 16248 676
b 4 0 396 0 5017 672
b 4 0 396 0 4664 658
p 2 2 394 0 19704 726
b 4 0 396 0 2945 552
b 4 0 396 0 4362 595
p 2 0 390 6 15090 621
b 4 0 396 0 3322 602
b 4 0 396 0 3426 628
p 2 0 392 4 14325 609
b 4 0 396 0 3185 509
b 4 0 396 0 3355 528
p 2 0 386 10 18768 656
b 4 0 396 0 4628 693
b 4 0 396 0 5252 664
p 2 2 394 0 20393 761
b 4 0 396 0 5087 569
b 4 0 396 0 4445 577
p 2 3 392 1 18352 711
b 4 0 396 0 3157 522
b 4 0 396 0 3052 564
p 2 1 385 10 16769 651
b 4 0 396 0 2686 491
b 4 0 396 0 2436 491
p 2 0 379 17 14968 602
b 4 0 396 0 3774 616
b 4 0 396 0 2839 546
p 2 0 396 0 21773 747
b 4 0 396 0 1970 424
b 4 0 396 0 1904 415
p 2 0 387 9 12034 599
b 4 0 396 0 1923 411
b 4 0 396 0 1873 395
p 2 0 381 15 11807 578
b 4 0 396 0 1684 401
b 4 0 396 0 1377 381
p 2 0 390 6 12459 576
b 4 0 396 0 1941 475
b 4 0 396 0 1515 493
p 2 0 396 0 17211 656
b 4 0 396 0 1409 402
b 4 0 396 0 1233 373
p 2 0 393 3 11728 611
b 4 0 396 0 1346 393
b 4 0 396 0 1255 391
p 2 0 387 9 10891 592
b 4 0 396 0 1364 408
b 4 0 396 0 1231 370
p 2 0 390 6 11592 594
b 4 0 396 0 1608 469
b 4 0 396 0 1582 493
p 2 0 396 0 16404 673
b 4 0 396 0 1416 420
b 4 0 396 0 1302 383
p 2 0 392 4 11215 598
b 4 0 396 0 1617 421
b 4 0 396 0 1736 420
p 2 1 388 7 13052 612
b 4 0 396 0 1910 437
b 4 0 396 0 1805 412
p 2 0 389 7 13075 601
b 4 0 396 0 2243 511
b 4 0 396 0 1857 497
p 2 0 394 2 17107 660
b 4 0 396 0 1471 404
b 4 0 396 0 1469 423
p 2 0 389 7 10977 614
b 4 0 396 0 1331 401
b 4 0 396 0 1240 399
p 2 0 389 7 10933 608
b 4 0 396 0 1333 394
b 4 0 396 0 1245 382
p 2 0 393 3 11692 601
b 4 0 396 0 1935 499
b 4 0 396 0 2315 564
p 2 0 396 0 19446 680
b 4 0 396 0 3487 604
b 4 0 396 0 1851 484
p 2 0 391 5 12670 602
b 4 0 396 0 3083 558
b 4 0 396 0 3584 592
p 2 0 393 3 13390 627
b 4 0 396 0 2259 467
b 4 0 396 0 2898 515
p 2 1 390 5 14488 636
b 4 0 396 0 3597 607
b 4 0 396 0 2070 516
p 2 0 395 1 18824 709
b 4 0 396 0 2454 555
b 4 0 396 0 1700 521
p 2 0 391 5 13789 654
b 4 0 396 0 2161 469
b 4 0 396 0 2362 523
p 2 0 395 1 15053 644
b 4 0 396 0 2738 505
b 4 0 396 0 2361 498
p 2 0 389 7 17135 652
b 4 0 396 0 3837 626
b 4 0 396 0 2800 611
p 2 0 396 0 16640 673
b 4 0 396 0 1751 476
b 4 0 396 0 1931 447
p 2 0 395 1 13040 619
b 4 0 396 0 4121 637
b 4 0 396 0 2983 574
p 2 0 395 1 11912 591
b 4 0 396 0 3064 630
b 4 0 396 0 3220 560
p 2 0 394 2 17800 669
b 4 0 396 0 4414 645
b 4 0 396 0 4076 625
p 2 0 396 0 19611 729
b 4 0 396 0 3235 598
b 4 0 396 0 3828 622
p 2 0 395 1 17185 709
b 4 0 396 0 3558 614
b 4 0 396 0 3407 672
p 2 0 395 1 16763 649
b 4 0 396 0 5809 739
b 4 0 396 0 5236 652
p 2 0 394 2 17750 661
b 4 0 396 0 3739 594
b 4 0 396 0 3756 585
p 2 0 395 1 18432 696
b 4 0 396 0 4044 554
b 4 0 396 0 4499 662
p 2 0 395 1 17942 685
b 4 0 396 0 3190 572
b 4 0 396 0 2033 541
p 2 0 394 2 16397 639
b 4 0 396 0 2388 543
b 4 0 396 0 1568 464
p 2 0 391 5 13735 597
b 4 0 396 0 4800 603
b 4 0 396 0 2414 543
p 2 0 396 0 18446 677
b 4 0 396 0 1645 372
b 4 0 396 0 2011 505
p 2 0 395 1 18362 657
b 4 0 396 0 2170 534
b 4 0 396 0 1972 494
p 2 0 393 3 13049 597
b 4 0 396 0 2226 482
b 4 0 396 0 1724 394
p 2 0 390 6 15960 608
b 4 0 396 0 2304 508
b 4 0 396 0 1801 469
p 2 0 395 1 18453 675
b 4 0 396 0 962 365
b 4 0 396 0 877 357
p 2 0 393 3 10328 582
b 4 0 396 0 1175 362
b 4 0 396 0 1273 417
p 2 0 392 4 10761 595
b 4 0 396 0 1166 383
b 4 0 396 0 1326 396
p 2 0 388 8 12398 588
b 4 0 396 0 1634 412
b 4 0 396 0 1605 479
p 2 0 396 0 15926 657
b 4 0 396 0 1605 434
b 4 0 396 0 1670 391
p 2 0 386 10 12037 594
b 4 0 396 0 1556 402
b 4 0 396 0 1651 442
p 2 0 392 4 12271 600
b 4 0 396 0 1308 401
b 4 0 396 0 1155 396
p 2 0 392 4 11189 603
b 4 0 396 0 1590 438
b 4 0 396 0 1477 479
p 2 0 395 1 16107 656
b 4 0 396 0 1075 388
b 4 0 396 0 920 377
p 2 0 386 10 9822 597
b 4 0 396 0 1028 364
b 4 0 396 0 963 356
p 2 0 391 5 10930 604
